     phi1       Phi      phi2
  22.8156   86.1189   351.192
  31.1517   81.7747   352.136
  75.9286   89.9071   340.089
  78.1805   87.0387   357.408
  85.8231   90.3178   1.20775
  44.3207   95.5966   2.46812
  74.5956   85.9706   355.735
  57.5133   102.163   351.623
  17.1016   103.042   355.645
  51.6444   98.3709   352.305
  24.3216   70.5302   355.935
  68.3838   78.4717   350.072
  57.6316   94.6649   339.205
  5.56216   85.8131   358.713
  60.6887   88.7714   1.79484
  89.3365   97.8897   354.471
  13.4842   90.0261   350.956
  69.1356   95.1137   357.007
   61.498   83.8623   347.158
   86.117   67.6194   6.82494
  54.4592   141.321   88.0226
  98.5069   136.492   70.2953
  59.4386   137.866   97.4322
  64.7984   128.173   104.333
  72.0533   134.959   99.4754
  81.8196   138.907   115.925
  115.551   155.516   75.3923
  47.0775    141.23   67.3663
  69.5714   127.958   91.1949
  99.1423   138.954   87.0634
   124.59   129.218   92.0301
  116.502   129.123   91.5242
  78.5692   139.892   76.1563
  53.4745   137.251   76.7806
  83.9231   127.191   81.8639
  94.0297   125.291   80.7779
  65.1076   125.994   97.4435
  106.904   134.134   80.2807
  56.3382   149.104   92.3102
  47.0136   125.867   78.4676
  136.653   131.724   93.1004
  113.568   121.486   77.4224
  62.8815   129.866   84.0489
  89.6731    129.69   73.4151
  105.004   138.573   86.8963
  62.5214   122.633   89.2253
  78.2174   131.744   84.9449
  116.001   138.421   84.0636
  94.8966   136.845   97.6634
  127.208   116.168    83.132
  121.509   123.734   77.4875
  59.9793   128.291   67.8847
  66.9582   120.727    87.388
  62.6969   124.479   99.1989
  77.4932   163.659    55.307
  91.4654   132.828   89.7911
  74.3983   127.881   73.2167
  103.807   144.305   84.7721
  87.9427   148.372   82.0655
  104.132   134.213   85.5573
  63.6919    135.62   82.6235
  117.873   136.096   87.7787
  110.073   130.228   93.5044
  105.673   130.812   76.8643
  127.946    126.51   98.0258
  93.5048   144.428   90.4757
   57.325   129.371   102.501
  100.668   137.063   74.7318
  56.0505    129.26   81.2015
  129.571   129.932   110.781
  89.9481   130.611   64.5815
  117.996   131.458   63.5482
  81.6062   134.481   72.5858
  130.128   133.108   94.3158
   44.538   130.934   79.9586
  134.962   128.418   116.886
  92.5436   121.942   96.2538
  103.942   132.133    70.152
  66.9756   122.632   85.2784
  82.1367   123.924   75.8073
  56.2526   114.879   78.8686
  57.2525   137.186    93.684
     60.5   146.962    83.797
  62.0842   132.922   74.1382
  104.179   125.906   89.2071
  49.9068   123.632    61.038
  108.068   121.835    80.243
  122.755   136.289   87.5719
  79.5607   131.702   83.8643
   107.46   126.292   96.3812
  73.7306   143.477    87.957
   125.23   143.554   78.2365
  53.8069   139.339    89.537
  102.163   137.457   86.0575
   79.302   116.397   75.4286
  85.0403   132.221   89.3457
  126.767    144.53   85.3599
  123.174    130.47   105.736
  129.133   120.413   90.9483
  46.2953   131.245    75.942
  111.605   127.931   92.2672
  58.2371   140.204   73.4752
  129.779   133.939   81.9445
  52.2585    141.85   94.1499
    58.38   125.693   62.9376
  98.8642   151.032   76.4952
  37.0576   140.375   57.6916
  93.0917   131.382   108.085
  55.4355   128.641   91.1282
  112.876   143.349   83.2227
   72.214   123.838   77.4869
  57.5426   137.007   60.5455
  85.6235   129.435   70.0511
  131.937   130.127   89.3739
  83.6789    126.57   73.3729
  133.879   136.581   94.0389
  79.8764   125.351   97.8051
  109.085   127.677   79.2282
  55.3341   139.242   86.4656
   137.02   140.241   106.729
  140.594   144.298   93.1529
  65.8352   139.297   58.2013
  66.8055   126.976   63.6139
  24.4419   144.483   55.9762
   96.571   116.874   94.8741
  116.758   126.595   82.3504
  119.291   146.241   90.6321
  90.6081   129.799   75.7442
  68.5834   139.266   88.4512
  73.3764   128.624   82.7869
  96.9108   136.736   83.4275
  51.2191   128.849   86.2375
   99.431    138.23   84.1851
  51.0825   128.303   87.0771
  124.789   149.225   78.7313
  131.368   142.137   83.0205
  128.395   139.837   93.4423
  125.234   130.605   78.4186
  130.047   128.464   82.2374
  70.5716   134.931   103.748
  43.9871   127.311   75.5915
  53.3049   141.163   82.2156
  118.842   134.416   71.5386
  58.0805   137.671   83.8467
   66.903   140.203   61.2072
  83.6257   132.209   88.5616
  76.1561   136.748   75.4125
  72.2031   134.513   104.525
  65.3674   138.674   73.3679
  52.2334   124.681    89.823
  107.074   133.051   59.9286
  112.865   138.079   98.1782
  111.651   136.793   82.8546
    124.3   125.262   92.3895
  116.484    134.69   97.6067
  81.2291   147.525   62.5946
  125.384   148.382   98.7613
  57.6116   150.838   74.9852
  67.4434   150.028   56.3295
  105.202   126.212   99.6438
   55.266   127.375    67.213
  85.5682   123.545   91.8915
  119.195    152.63   81.7716
  51.0284   134.805   84.1123
  90.9988   132.535    98.549
  56.6292    147.11   87.3469
  123.031   134.924   105.653
  93.1143     123.2   78.9907
    100.6   128.853   98.6808
  81.8182   137.616   88.0743
  101.865   128.334   73.7928
  113.233   139.892   95.6743
  54.6767     107.8   94.8913
  110.691   131.781   72.9059
   133.82    132.29   92.6272
  66.3721   129.067   92.2776
  72.8673   137.995   98.6839
   78.593   136.345   77.0843
  57.5872   136.028   81.5337
  141.981   128.375   100.548
  105.044   140.535   88.1769
  63.5887    123.89   73.5476
  89.4991   122.869    55.742
  30.0948   147.206    60.794
  121.097   130.738   67.5972
  108.058   137.554   104.203
  117.787   118.017   107.584
  76.3621   148.668   101.008
  34.6231   137.019   68.6681
  85.7742   129.555   79.9599
  98.1835   136.455   73.7536
  122.712   138.102   75.1198
  118.039   145.625   79.8047
  49.1645   132.598   88.5569
  102.035   136.333   84.7465
  51.9523   131.672   84.8823
  130.044   124.882   90.5476
  125.768   138.958   85.3949
  104.649   122.905   87.1838
  75.3829   127.255   90.6937
   111.12   139.547   97.1741
  63.9445   140.117   85.6587
  48.1097   133.918   65.0567
  102.387   128.564   78.2124
  126.603   132.514   72.8083
   72.211   126.914   83.2498
  129.905   127.878   100.208
      132   137.569   103.495
  105.776    119.17   80.5132
  123.766   116.082   84.4255
  116.991   122.956    75.453
  116.602   126.327   97.1496
  65.6412   135.078   98.8078
  118.721   135.956   85.8024
  96.5832   141.745   50.5135
  119.305   127.934   81.9175
  81.2307   133.972   79.3476
  79.2534    131.25   80.6679
   83.958    128.91   61.5296
  81.5476   132.304   84.8427
  60.4696   144.466   94.5379
  71.5779   133.917   78.4863
   119.51   138.921   88.7937
   109.64   147.566   81.0642
  70.4838   130.105   75.2298
  116.601   130.836   81.4554
  41.6565   132.884   50.7413
  90.5289   137.987    55.861
  125.805   138.659   102.107
  103.964   151.029   95.5677
  26.8433   144.649    52.167
  47.8554   132.725   76.6716
  42.9519   145.427    71.821
  74.0964   140.326   81.9156
  129.295   118.861    89.414
  81.8977   130.342   76.0912
   131.72   130.914   87.6014
  73.8088   129.423   79.8619
  126.226   148.095   97.3113
  74.4263   145.662    95.653
  53.8694   125.385   73.9636
  55.7779   133.331   64.7491
  50.2073   122.742   90.6364
  66.6722   118.107   96.9944
  43.7902   134.119   69.0384
  42.9481    124.53   79.7091
  106.032   156.451   102.042
   132.56   127.599    90.168
  67.7459   128.439   57.9444
  44.3196   146.403   65.2841
  136.781   139.886   93.6387
  81.4796   134.383   98.3042
  91.9967   110.208   69.2405
  100.632   122.679   76.1792
  118.966   130.275   69.1056
  70.1374   120.581   97.0045
  88.6429   127.301   59.9371
  83.1024   134.503   69.1534
   105.58   124.562   93.7501
  41.6295   134.313   77.0157
  138.016   141.832   95.5813
  129.356   140.058   88.4818
  112.641   126.011   93.2544
  114.139   117.703   61.0263
  118.693   106.995     90.38
  72.6989   144.671    63.305
  60.9034   122.797   80.7561
  77.8105   138.294    94.141
  80.9671   131.453    107.57
   107.88   143.313   67.0688
  94.6327   135.243   72.9215
  61.5683     123.9   95.8578
  40.6195   138.832   65.9436
   95.367   125.366   66.1929
  109.329   147.123    82.242
  110.214   139.179   84.5517
  73.9176   130.971   82.5008
  80.2737   139.245   67.9963
  101.702   138.838   94.8312
  60.2855   148.739   76.0959
  82.2042   134.953   88.7719
   51.098    126.99   88.9981
  82.2231   121.047   75.4809
  93.2535   152.539   74.1206
  126.367   130.939   96.4746
  73.6881   126.411   69.6571
  102.884   138.992   114.073
  116.843   151.189   93.4555
  151.173   142.356    115.79
  42.8257   131.619   75.0622
  121.471   129.382   81.0405
  75.6805   130.004   80.6669
  29.9743   138.592    64.225
  66.2798   138.316   81.0295
  92.4143   139.444   96.0664
  107.927   156.382   110.733
  80.5984   122.039   84.4382
  96.0805    140.13   97.4255
  91.6714   130.995   95.1309
  59.0855   135.014   68.7602
  110.232   136.137   92.8094
  61.4302   121.582   70.5482
  49.9802   134.324   87.4026
  51.8394   136.787   77.4547
  108.204   122.099   82.3677
  88.7562   126.533   81.8029
  117.184   135.333   65.2751
  51.1287   140.429   56.8509
  114.676   144.234   78.2215
  96.8136   138.171   78.1577
  106.729   139.775   78.1383
  103.662   137.666   86.4726
  75.5521   133.405   66.4909
  84.4349   140.383   101.038
  90.3465     130.4   62.0737
  60.6943   145.398   97.4067
  131.206   125.346   85.4039
  99.1061   126.819   91.6947
  104.258   151.402   77.6189
  91.6158   134.414   110.578
  136.098   124.566   92.5985
  70.9804   136.638   92.1414
  145.074   137.935   108.052
  139.891   127.507   94.4567
    138.6   148.616   104.046
  91.6711   139.093    81.037
  91.2273   141.445   85.8877
  68.2618   126.417   90.1592
  104.298   146.446   91.4263
  38.5224   129.888   72.1071
  81.5716    139.28   83.4714
  50.8908   136.254   79.3316
  126.307   125.156   89.4837
  123.534   130.787   97.1782
  57.2779   138.826   85.6567
   92.402   141.748   75.0641
  95.3444    129.43    88.843
  74.2105   143.083   84.2252
  105.879   128.678   96.7228
  68.8928   139.913   106.452
  92.0646   141.895   76.0995
  69.2406   141.671   107.216
  138.682   135.974   107.516
  68.8835   130.637   87.6416
  59.6053   120.189   71.7147
  72.4268   127.836   79.0742
  77.9754   134.455   68.6477
  130.821    140.93   94.4845
  67.6757   141.718   87.4028
  108.355   129.237   67.9277
  67.4553   119.971    105.32
  79.5543   129.959   82.3444
  38.3748   127.419   71.4321
   61.022   136.837   96.0739
  130.769   135.721   78.8716
  94.8606   148.991   89.3098
  112.446   134.596   84.1357
  74.5594   139.166   79.7764
  70.5564   129.274   87.5439
   115.13   131.905   95.1486
  73.6661   144.151   79.2333
  128.545   124.321   92.5382
  65.9841   129.448   85.3824
  140.869   133.064   97.0564
  92.0391   141.239    85.278
  131.251    133.73   85.5836
  83.8184    135.45   76.0341
  125.788   130.093   86.2018
  107.801   124.419   82.8391
  131.546    132.47   90.1014
  122.218   123.289   77.0007
  63.4705   119.277   86.0472
  124.244   124.574   86.8302
  96.6312   130.146   53.8049
   102.11    132.17    78.254
  62.6034   148.659   92.5327
  86.4247   142.761    86.562
  120.995   133.425   92.8903
  50.9923   132.923   74.2996
   89.977   142.447   79.3444
  144.499   147.297   98.6759
  51.6013   129.084   72.5314
  47.5734   138.084   83.3364
  71.5045   135.601   106.029
  124.562   122.561   97.0349
  63.5415   123.091   74.4916
   71.857   137.332    93.261
  88.6437   128.694   100.329
  113.161   129.289   75.4334
  112.669   138.579   108.043
  91.7956   137.487    112.83
  118.108   148.559    86.364
  119.692   120.027   81.6466
  53.8319   133.637   79.6452
  116.786   134.832   80.1959
   69.184   134.555   52.0162
  96.2542   133.695   72.1535
  55.0226    156.89   80.4577
  70.6771   126.428   74.3488
  143.234   136.361    99.141
  62.5027   134.517    77.366
  69.1099   130.544    74.663
  107.241   144.071   66.8769
  123.063   131.017    84.462
  135.093   130.467   91.0463
  97.8942   132.777    97.618
  117.674   131.408   81.8783
  111.558   145.295   96.0243
   74.308    142.55    101.02
  102.024    142.44   91.6396
  60.5096   119.341   70.0003
   102.99   129.084   69.9837
  91.7225   148.553   70.1713
  50.5728    129.23   84.5348
  109.315   129.008   90.0313
  140.641   140.473    93.213
  55.6357   137.626    80.797
  119.516   136.767   92.3645
  96.2901   135.155   70.9269
  129.007   110.618   76.6096
  234.459   38.6794   81.4486
  278.507   43.5078   99.1759
  239.439   42.1337    72.039
  244.798   51.8266   65.1383
  252.053   45.0412   69.9958
   261.82   41.0932   53.5465
  295.551   24.4835    94.079
  227.077   38.7701   102.105
  249.571    52.042   78.2763
  279.142    41.046   82.4078
   304.59   50.7821   77.4411
  296.502   50.8773    77.947
  258.569   40.1084   93.3149
  233.474   42.7489   92.6906
  263.923   52.8093   87.6073
   274.03    54.709   88.6934
  245.108   54.0058   72.0277
  286.904   45.8659   89.1905
  236.338   30.8959    77.161
  227.014   54.1329   91.0036
  316.653    48.276   76.3708
  293.568   58.5145   92.0488
  242.882   50.1338   85.4223
  269.673   50.3104   96.0562
  285.004   41.4269   82.5749
  242.521   57.3667   80.2459
  258.217   48.2557   84.5264
  296.001   41.5788   85.4077
  274.897   43.1547   71.8078
  307.208   63.8324   86.3393
  301.509   56.2658   91.9838
  239.979   51.7089   101.587
  246.958   59.2733   82.0832
  242.697   55.5208   70.2723
  257.493   16.3412   114.164
  271.465   47.1715   79.6801
  254.398   52.1187   96.2546
  283.807   35.6953   84.6991
  267.943   31.6278   87.4057
  284.132   45.7872   83.9139
  243.692   44.3802   86.8477
  297.873   43.9036   81.6925
  290.073    49.772   75.9668
  285.673   49.1879    92.607
  307.946   53.4897   71.4455
  273.505   35.5723   78.9956
  237.325   50.6295     66.97
  280.668   42.9369   94.7394
   236.05   50.7402   88.2697
  309.571   50.0677   58.6902
  269.948   49.3888    104.89
  297.996   48.5417   105.923
  261.606   45.5185   96.8854
  310.128   46.8917   75.1554
  224.538   49.0659   89.5126
  314.962   51.5816   52.5849
  272.544   58.0581   73.2174
  283.942   47.8668   99.3192
  246.976   57.3685   84.1928
  262.137   56.0755   93.6639
  236.253   65.1208   90.6026
  237.253   42.8145   75.7872
    240.5    33.038   85.6742
  242.084   47.0782    95.333
  284.179   54.0942   80.2641
  229.907   56.3681   108.433
  288.068    58.165   89.2282
  302.755   43.7113   81.8994
  259.561   48.2983    85.607
   287.46    53.708     73.09
  253.731   36.5231   81.5142
   305.23   36.4464   91.2348
  233.807   40.6613   79.9343
  282.163   42.5431   83.4137
  259.302   63.6032   94.0426
   265.04   47.7794   80.1255
  306.767   35.4696   84.1113
  303.174   49.5302   63.7355
  309.133   59.5869   78.5229
  226.295   48.7552   93.5292
  291.605   52.0687    77.204
  238.237   39.7958    95.996
  309.779   46.0611   87.5267
  232.258   38.1499   75.3213
   238.38   54.3072   106.534
  278.864   28.9677    92.976
  217.058   39.6254    111.78
  273.092   48.6176   61.3859
  235.436    51.359   78.3431
  292.876   36.6509   86.2485
  252.214   56.1624   91.9843
  237.543   42.9928   108.926
  265.624   50.5649   99.4201
  311.937   49.8732   80.0974
  263.679   53.4305   96.0983
  313.879    43.419   75.4323
  259.876   54.6487   71.6661
  289.085   52.3227    90.243
  235.334   40.7583   83.0056
   317.02   39.7586   62.7423
  320.594   35.7024   76.3183
  245.835   40.7028    111.27
  246.805   53.0242   105.857
  204.442   35.5174   113.495
  276.571   63.1259   74.5972
  296.758   53.4051   87.1208
  299.291   33.7592   78.8391
  270.608   50.2008    93.727
  248.583    40.734     81.02
  253.376   51.3763   86.6844
  276.911   43.2636   86.0438
  231.219   51.1511   83.2337
  279.431   41.7698   85.2861
  231.082    51.697   82.3941
  304.789   30.7753   90.7399
  311.368   37.8635   86.4508
  308.395   40.1633   76.0289
  305.234   49.3953   91.0526
  310.047   51.5364   87.2338
  250.572   45.0695   65.7236
  223.987   52.6891   93.8797
  233.305   38.8369   87.2556
  298.842   45.5844   97.9326
  238.081   42.3293   85.6245
  246.903   39.7965   108.264
  263.626    47.791   80.9097
  256.156   43.2523   94.0588
  252.203   45.4867   64.9458
  245.367   41.3257   96.1033
  232.233   55.3192   79.6482
  287.074   46.9494   109.543
  292.865   41.9207   71.2931
  291.651   43.2069   86.6166
    304.3   54.7377   77.0817
  296.484   45.3101   71.8646
  261.229   32.4747   106.877
  305.384   31.6176   70.7099
  237.612   29.1619    94.486
  247.443   29.9719   113.142
  285.202   53.7883   69.8275
  235.266    52.625   102.258
  265.568    56.455   77.5797
  299.195     27.37   87.6996
  231.028   45.1954   85.3589
  270.999   47.4648   70.9222
  236.629   32.8896   82.1244
  303.031   45.0755   63.8184
  273.114      56.8   90.4805
    280.6    51.147   70.7904
  261.818   42.3836   81.3969
  281.865   51.6664   95.6785
  293.233   40.1081   73.7969
  234.677   72.1999     74.58
  290.691   48.2187   96.5654
   313.82   47.7104    76.844
  246.372   50.9327   77.1936
  252.867   42.0051   70.7873
  258.593   43.6547   92.3869
  237.587   43.9715   87.9375
  321.981   51.6251   68.9233
  285.044   39.4653   81.2943
  243.589   56.1105   95.9236
  269.499   57.1307   113.729
  210.095   32.7935   108.677
  301.097   49.2622   101.874
  288.058   42.4462   65.2682
  297.787   61.9827   61.8872
  256.362   31.3321   68.4629
  214.623   42.9807   100.803
  265.774   50.4453   89.5113
  278.183   43.5451   95.7177
  302.712   41.8983   94.3514
  298.039    34.375   89.6665
  229.164   47.4016   80.9144
  282.035   43.6673   84.7247
  231.952   48.3283   84.5889
  310.044   55.1176   78.9236
  305.768   41.0423   84.0763
  284.649   57.0945   82.2875
  255.383   52.7454   78.7775
   291.12   40.4526   72.2971
  243.945   39.8834   83.8125
   228.11   46.0824   104.414
  282.387   51.4363   91.2589
  306.603   47.4855   96.6629
  252.211   53.0858   86.2214
  309.905   52.1218   69.2636
      312   42.4311   65.9764
  285.776   60.8302    88.958
  303.766    63.918   85.0458
  296.991   57.0444   94.0183
  296.602   53.6735   72.3216
  245.641    44.922   70.6634
  298.721   44.0437   83.6688
  276.583   38.2554   118.958
  299.305   52.0656   87.5537
  261.231   46.0281   90.1237
  259.253   48.7502   88.8033
  263.958   51.0898   107.942
  261.548   47.6957   84.6285
   240.47   35.5335   74.9333
  251.578   46.0831   90.9849
   299.51   41.0791   80.6775
   289.64   32.4337    88.407
  250.484    49.895   94.2414
  296.601   49.1642   88.0158
  221.656   47.1161    118.73
  270.529   42.0126    113.61
  305.805   41.3409    67.364
  283.964   28.9706   73.9035
  206.843   35.3509   117.304
  227.855   47.2749   92.7996
  222.952   34.5734   97.6502
  254.096   39.6737   87.5556
  309.295   61.1391   80.0572
  261.898   49.6581   93.3801
   311.72   49.0863   81.8698
  253.809    50.577   89.6093
  306.226   31.9054   72.1599
  254.426   34.3379   73.8182
  233.869   54.6154   95.5076
  235.778   46.6695   104.722
  230.207   57.2579   78.8348
  246.672    61.893   72.4768
   223.79   45.8812   100.433
  222.948   55.4695   89.7621
  286.032   23.5493   67.4292
   312.56   52.4015   79.3032
  247.746   51.5609   111.527
   224.32   33.5971   104.187
  316.781   40.1137   75.8325
   261.48    45.617    71.167
  271.997   69.7922   100.231
  280.632   57.3214    93.292
  298.966   49.7253   100.366
  250.137   59.4194   72.4667
  268.643   52.6994   109.534
  263.102   45.4975   100.318
   285.58   55.4382   75.7211
   221.63   45.6867   92.4555
  318.016   38.1678   73.8899
  309.356   39.9424   80.9894
  292.641   53.9888   76.2168
  294.139   62.2965   108.445
  298.693   73.0051   79.0912
  252.699   35.3294   106.166
  240.903   57.2028   88.7151
   257.81   41.7059   75.3302
  260.967   48.5468   61.9011
   287.88   36.6873   102.402
  274.633   44.7574   96.5497
  241.568      56.1   73.6134
   220.62   41.1683   103.528
  275.367   54.6342   103.278
  289.329    32.877   87.2292
  290.214   40.8207   84.9196
  253.918    49.029   86.9704
  260.274   40.7549   101.475
  281.702   41.1623     74.64
  240.286   31.2612   93.3753
  262.204   45.0466   80.6993
  231.098   53.0104   80.4731
  262.223   58.9531   93.9903
  273.253   27.4607   95.3506
  306.367   49.0608   72.9966
  253.688   53.5886   99.8142
  282.884   41.0077    55.398
  296.843    28.811   76.0157
  331.173   37.6442   53.6814
  222.826   48.3808    94.409
  301.471    50.618   88.4307
  255.681   49.9961   88.8043
  209.974   41.4083   105.246
   246.28   41.6842   88.4417
  272.414   40.5559   73.4048
  287.927   23.6177   58.7377
  260.598   57.9608    85.033
  276.081   39.8696   72.0458
  271.671   49.0046   74.3403
  239.086   44.9863   100.711
  290.232   43.8632   76.6618
   241.43   58.4177    98.923
   229.98   45.6758   82.0686
  231.839   43.2127   92.0166
  288.204   57.9011   87.1035
  268.756   53.4675   87.6683
  297.184   44.6666   104.196
  231.129    39.571    112.62
  294.676   35.7662   91.2498
  276.814    41.829   91.3135
  286.729    40.225   91.3329
  283.662   42.3336   82.9986
  255.552   46.5951    102.98
  264.435   39.6165   68.4336
  270.346   49.5996   107.397
  240.694   34.6017   72.0646
  311.206   54.6539   84.0673
  279.106   53.1813   77.7765
  284.258   28.5978   91.8524
  271.616   45.5861   58.8928
  316.098   55.4338   76.8727
   250.98   43.3623   77.3298
  325.074   42.0654   61.4196
  319.891   52.4926   75.0145
    318.6   31.3845    65.425
  271.671   40.9073   88.4342
  271.227   38.5548   83.5835
  248.262   53.5825    79.312
  284.298   33.5543   78.0449
  218.522   50.1122   97.3641
  261.572   40.7204   85.9998
  230.891   43.7465   90.1396
  306.307   54.8438   79.9875
  303.534   49.2133    72.293
  237.278   41.1743   83.8146
  272.402   38.2516   94.4072
  275.344     50.57   80.6282
  254.211   36.9166    85.246
  285.879    51.322   72.7485
  248.893   40.0871   63.0187
  272.065   38.1046   93.3717
  249.241   38.3291   62.2554
  318.682    44.026   61.9548
  248.883   49.3627   81.8297
  239.605   59.8113   97.7565
  252.427   52.1643   90.3971
  257.975   45.5447   100.823
  310.821   39.0702   74.9867
  247.676   38.2821   82.0684
  288.355   50.7631   101.544
  247.455   60.0286   64.1509
  259.554   50.0408   87.1268
  218.375   52.5812   98.0391
  241.022   43.1628   73.3973
  310.769   44.2785   90.5996
  274.861    31.009   80.1614
  292.446   45.4043   85.3355
  254.559   40.8344   89.6948
  250.556   50.7257   81.9273
   295.13   48.0955   74.3226
  253.666    35.849   90.2379
  308.545   55.6786    76.933
  245.984   50.5517   84.0888
  320.869   46.9365   72.4149
  272.039   38.7605   84.1932
  311.251   46.2697   83.8876
  263.818   44.5504   93.4371
  305.788   49.9072   83.2694
  287.801   55.5814   86.6321
  311.546   47.5302   79.3699
  302.218   56.7106   92.4705
   243.47   60.7228    83.424
  304.244    55.426    82.641
  276.631    49.854   115.666
   282.11   47.8301   91.2173
  242.603   31.3406   76.9385
  266.425   37.2394   82.9092
  300.995   46.5749   76.5809
  230.992   47.0772   95.1716
  269.977   37.5534   90.1268
  324.499   32.7027   70.7953
  231.601   50.9156   96.9398
  227.573   41.9156   86.1349
  251.505   44.3989   63.4422
  304.562   57.4385   72.4364
  243.542   56.9089   94.9796
  251.857   42.6682   76.2102
  268.644   51.3057   69.1417
  293.161    50.711   94.0378
  292.669   41.4208   61.4287
  271.796   42.5129   56.6415
  298.108   31.4414   83.1072
  299.692   59.9729   87.8246
  233.832   46.3634    89.826
  296.786   45.1676   89.2753
  249.184   45.4452   117.455
  276.254   46.3054   97.3177
  235.023   23.1098   89.0136
  250.677   53.5718   95.1224
  323.234    43.639   70.3302
  242.503   45.4828   92.1052
   249.11   49.4565   94.8083
  287.241   35.9287   102.594
  303.063   48.9831   85.0093
  315.093   49.5335   78.4249
  277.894   47.2231   71.8532
  297.674   48.5917   87.5929
  291.558   34.7046   73.4469
  254.308   37.4499   68.4511
  282.024   37.5605   77.8317
   240.51   60.6594   99.4709
   282.99   50.9162   99.4875
  271.722   31.4466   99.2999
  230.573   50.7704   84.9364
  289.315   50.9918   79.4399
  320.641   39.5265   76.2582
  235.636   42.3742   88.6743
  299.516   43.2332   77.1067
   276.29   44.8454   98.5443
  309.007   69.3821   92.8617
