     phi1       Phi      phi2
  206.809    39.103   82.7102
  149.565    52.642   82.7399
   177.14   48.7533   94.8089
  208.044   39.1983   105.517
  153.936    54.652    78.354
  135.575   46.0168   89.0354
  142.273   30.3626   89.7594
  222.108   36.1197   64.7251
  169.129   54.5597   70.7491
   152.61   39.3015   88.8986
  175.538   33.1939   75.3247
  213.845   52.4072   78.0452
  176.353    30.251   96.2544
  150.862   26.9185   97.4572
  193.328   45.7512   103.852
  225.108   49.4976   64.9433
  148.526   48.6946   83.0745
  210.063   48.2178   84.6318
  180.022   67.7779   89.2075
  195.552   54.0648   83.9923
  128.955   50.5893   113.654
  173.994   53.8402   74.7697
  219.912   35.1687   88.6274
   157.91   50.2482   84.4181
  169.263   52.7615   79.7332
  203.019   56.1595    97.086
  217.201   45.3442   79.1323
  225.749   40.3838   78.0186
   180.88   35.6047   82.2029
  212.989   47.2489   79.8932
  180.256   39.7339     101.7
  140.787    35.968   99.3955
  178.359   41.3438    96.316
      170   59.3534   67.8672
  206.628   56.5791   78.8918
  181.701   54.1075   102.428
  146.426   45.4443   76.6245
  202.279   41.2101   75.8255
  217.711   39.9372   93.7247
  145.973   47.7138   88.3733
  201.711   39.8219   87.8792
  195.314   54.6973    85.937
  242.117    56.921     55.74
  230.252   128.604   262.107
  298.054   131.813   278.053
   222.54   130.879    253.49
  214.854   137.783   241.631
  231.631   133.183   250.441
  223.046   124.214   240.429
  305.799   114.138   268.964
  248.938   126.701   278.219
  239.142   141.578    256.53
  276.057   131.005    262.71
  293.145   140.217   255.892
  285.818   140.386   256.466
  269.728   129.571   271.898
  244.249   132.241   272.026
  268.667   142.715   268.513
  280.859   144.516   270.305
  224.116   142.116   247.887
  293.288   135.688   269.313
  227.529   120.597   260.226
  237.631   143.662   273.323
  304.194   137.597    255.47
  307.373   147.762   276.477
  243.953   140.129   265.558
  287.078   138.986   278.043
  282.124   131.391    262.83
  234.237   147.093   257.766
  257.903   138.255   264.501
    296.9   131.575   265.332
   257.43   131.808   252.889
  310.841   153.787   267.995
  314.409   145.586   275.435
  266.029   138.692   284.897
  241.778    149.17   260.284
  218.202   142.959    244.75
  287.943   104.185   272.933
  264.051   136.932   259.305
  272.759   140.659   279.132
  283.762   125.695   264.709
  271.078   121.589   266.379
  282.954   135.781   263.891
  246.646   134.342   266.801
  293.653   133.826   261.811
   276.64   138.987    254.52
  297.616   138.567   273.747
  286.293   141.465   247.483
   266.46   125.367   260.644
  210.527   137.408   244.338
  294.214   132.132   273.917
  241.624   140.607   269.049
  272.287   133.546   237.057
  299.364   135.452   286.627
  328.344   134.329   286.986
  278.686   134.226   276.832
  296.255   136.045   254.654
  231.807   138.837   270.221
  269.635   131.556   230.876
  251.478   146.253   246.977
  305.139   135.864    280.29
  245.969   147.364   263.888
  277.858   145.057   277.729
  249.978   154.481   277.166
  225.138   132.172   256.535
   241.62   123.033   265.346
  257.447   136.037   275.922
  276.583   143.854    258.59
  268.303   139.677   295.876
  296.541   147.883   271.926
  298.834   133.644   262.027
   260.87   138.291   265.713
  268.262   142.131   249.366
  249.724   126.456   262.353
  313.291   126.175   269.514
  227.488   130.489   260.623
  280.369   132.529   263.523
  279.537   152.122   282.783
  258.198   137.576   259.674
  306.001   125.467   264.291
  272.573   135.253   241.951
  296.997   149.018    254.29
    239.5   137.993   274.626
  279.466   141.439   255.189
  252.765   128.883   273.975
  313.798   135.991   267.628
  220.353   127.546   257.414
   272.81   138.946    292.07
  288.263   118.641   269.272
  250.593   124.613   285.366
  239.946    133.54   240.515
  225.264   140.916   256.807
  294.762   126.636   265.861
  265.081   145.485   275.395
  269.099   128.464   285.643
  288.042   138.341   281.866
  304.762   139.651   259.256
  282.318   141.943   279.609
  301.169    132.71   256.038
  238.014   142.607   247.055
  298.049   141.982    271.82
  233.051   130.736   263.245
  289.303   126.371   247.431
  310.267    125.26    258.73
  279.206   125.693   285.757
  279.516   138.178   290.312
  238.433   120.616   283.689
  254.988   151.411   245.581
  300.755   143.338   267.944
  292.209   123.557   260.807
  284.493   139.363    275.36
  243.685    130.63   261.541
  256.497   141.335   267.173
  278.707    133.25   265.966
  228.826   141.127   262.872
  280.169   131.767   265.227
  227.308   141.636   261.775
  311.768   120.588     268.3
   313.54   127.844   266.069
  297.063   129.608   257.455
  314.887   138.991    272.05
   314.06   141.468   267.876
  224.565   132.017   246.651
  238.859   141.744   276.515
  236.539   128.792   266.763
  317.366   134.061   277.852
  239.283   132.323   265.545
  276.443   125.934   283.131
  257.941    137.65   260.528
  268.858   132.544   273.401
  225.034   132.142   245.733
  260.355   130.345   274.568
  223.341   144.994   257.433
  321.176   131.554   288.922
  275.056   130.526   252.945
  294.231   133.178   266.502
  291.197   144.022   254.068
  278.484   133.873   252.045
  286.978   119.824   278.224
  289.035   120.572    256.25
  248.744   118.701   270.134
  279.421   116.067   280.077
  260.944   141.231   245.376
  262.746   139.271   286.248
  252.768   145.788   254.095
  302.532    117.33   266.269
  231.913   135.192   265.363
  251.013   135.688   250.148
   233.52   122.851   263.048
  274.608   131.405    245.04
  283.525   146.363   273.433
  259.005   139.096    248.08
  257.302   132.295   261.693
  299.179   140.367   278.235
  279.052   129.237   255.654
  204.308   159.588   235.961
  308.142   136.874   277.658
   302.18   137.117   256.152
  234.508   140.326   255.551
  234.386   130.501   252.488
  269.112    133.17   271.975
  242.032   133.885    267.82
   297.46   138.964   245.747
   280.59    129.38   261.906
  263.119   144.522   280.847
  315.097   137.277    301.61
  237.937   119.671   279.388
  326.389   136.391   283.624
  262.463   129.518   247.784
  255.895   144.443   228.616
  237.495   119.945   255.055
  236.112   130.929   279.198
  273.248   140.205   270.492
  293.171   132.556   274.999
  315.534    131.18   273.259
  304.006    124.23   268.101
  223.529   137.263    260.59
   282.02   133.667   264.725
  231.732   138.328   264.571
  299.952   144.697   256.471
  304.894   131.039   264.162
  280.149   147.014   260.959
  245.601    142.34   256.964
  274.955   129.316   254.329
  242.742   129.877   263.964
  255.386   132.708   284.011
  292.781   140.973   272.846
  323.961   136.153   277.439
  254.684    143.06   266.712
  285.638   139.527   245.806
   287.29   129.707   248.354
  294.389   150.553    272.25
  304.471   153.916   265.369
  313.715   145.904   278.708
  276.218   141.889   248.438
  226.146   133.232   251.105
  297.237   134.034   263.704
  317.481   120.795    288.65
  303.883   141.977   268.345
  268.967   135.766   270.295
  265.409   138.586    269.36
  298.274   135.658   290.755
  261.389   137.696   264.618
  228.483   124.938   257.803
   260.55   135.731   271.186
  294.133   130.954   261.206
  293.987   122.359   267.066
  265.054    138.97    275.83
   301.61   139.056   268.523
  266.396   127.409   295.784
  307.112    125.88   288.244
  283.185    129.08   250.018
  271.627   118.407   258.796
   244.91   119.183   285.636
   239.65   136.665   273.372
  238.513    123.58   273.492
  257.758   129.616   267.072
  299.672   150.795   256.318
  275.114   138.898   274.771
  307.349   139.004   261.434
  261.456   140.326   270.636
  291.503   121.054   257.016
  241.278   123.632   257.364
  252.058   143.218   279.479
  263.702   133.125   284.652
  219.389   146.789   255.652
  221.913   149.537   243.056
  245.774   133.719   280.325
  231.768   145.151   271.992
  267.259   112.424   257.348
  303.701   142.069   257.727
   286.83   134.362   294.328
  247.296   121.451    277.21
  305.205   129.535   257.307
  242.443   134.006   251.255
  310.747   154.734   300.708
  296.204    146.34   277.794
  322.368   137.285   282.375
  226.993   147.273   244.957
  305.966   136.229   293.571
  284.798   133.394   280.023
  269.957   144.424   251.922
  232.611   135.157    272.57
   304.32   127.368   256.323
  304.474    129.84   261.604
  278.348   143.128   253.216
  337.508   144.158   302.179
   280.01   162.119   246.897
  278.392   122.568   279.255
  248.222   146.989   270.883
  245.301   131.023    256.45
  228.509    133.69   241.017
  309.542   124.699   277.476
  291.046   133.566   276.211
  222.152    144.53   248.718
  244.943   128.549   280.468
   305.46   140.637   288.871
  292.297   122.842   266.346
  290.457    130.82   264.895
  257.324   138.979   267.307
  281.929   128.694   278.676
  268.396   130.391   256.023
  250.365   120.867   269.946
  256.501   134.904   260.703
  224.036   142.801     259.1
  279.757   147.736   279.693
   285.18   116.952   270.204
  288.772   137.698   251.536
  278.101   140.993   284.163
  246.206    124.89    241.66
  286.915   118.447   259.969
  293.922   121.549   243.038
   237.22   137.472   275.446
  307.283   140.473   269.225
  261.995   139.824   269.568
  236.484   128.279   281.906
  251.237   131.578    268.03
   257.64   129.607   255.191
  259.902   111.106   253.886
  261.159    147.96   265.211
   259.73    128.71   254.339
  256.048   137.934   253.007
  261.122   132.815   280.117
  279.101    133.32   257.048
  267.197    145.68   286.471
  226.166   135.612   262.008
  241.783    132.78   271.526
  292.654   147.823   268.504
  273.675   143.366   268.686
  323.603   131.515   282.962
  265.596   124.268   285.868
  302.687     125.5   269.407
  285.611   131.492    270.59
  295.343   129.905   270.286
  281.313    132.31   263.154
  281.181    133.63   283.051
  243.646   127.735   251.655
  303.136   134.647   289.092
  225.417   123.645    256.13
  310.051   144.648   263.793
  267.594   142.621   255.542
  292.351   118.357     268.6
   236.93   130.006   240.751
  302.418   144.659   253.505
  240.844   132.913   257.795
  294.936   127.971   245.079
  304.176   141.433   252.329
  296.284   119.438    253.33
   276.56   130.804   267.935
  269.754   128.546   263.818
  239.176   143.236   257.435
  276.285   123.296   260.317
   237.78   138.481   279.395
  263.239   130.708   265.824
  238.351   133.503   269.887
  298.099   144.566   258.032
  284.871   137.677   250.714
  236.054   131.168    263.93
  284.646   127.612    272.28
  268.894   140.391   259.757
  254.849   126.915   265.119
  267.114   139.787   250.191
  221.392   126.744   247.437
  282.989   127.597   271.452
  221.429   124.963   247.916
  288.394   129.849   244.217
  244.427   139.277   261.355
  264.302   147.368   285.907
  261.607   141.806   271.974
  280.357   133.302   280.507
  298.343   128.402   256.909
  244.279   128.233   262.632
  313.882   137.855   284.234
   210.52    144.19   233.366
  263.274   139.981   267.586
  239.638   140.615   281.475
  225.651   132.123   254.289
  318.933   133.987   270.425
  269.528   120.899   261.991
  293.301   135.401   265.344
  261.102   130.649   269.008
  246.125   140.642   261.307
  279.746   137.054   253.348
  260.444   125.658   268.699
  294.885   144.909   253.489
  244.966   140.547    263.95
  303.131   135.543   251.874
  271.344   128.758     264.3
  310.024   136.263   263.849
  275.939   133.905   273.206
  303.512   139.885   262.995
  291.153   145.536   267.501
  303.627   137.257   258.903
  316.117   145.925   276.319
   240.79   150.696   262.398
  300.557    145.37     261.7
  319.535   130.973   296.094
  291.716   137.427    271.84
  233.495   121.019   260.013
  264.131   127.217   263.348
  289.219   135.966   256.212
  246.126   136.068   275.757
  276.765   127.359   268.867
  308.064   121.626   255.943
  250.536   139.348   279.324
  229.454     131.9   265.991
  222.892   130.684    245.16
  282.509   145.434   246.288
  261.857   145.533       280
  240.334   132.087   256.955
  244.586   138.743   246.183
  307.663   139.799   275.911
  262.791   127.416   245.493
  235.884   126.594   241.385
    296.2   121.427    263.74
  305.847   149.829   270.062
  241.187   136.127   270.052
  303.211   134.987   269.288
  291.665   126.835   293.502
   294.16   134.884   277.579
  239.672   113.042   266.559
  267.831   142.318   278.464
  303.694   131.945    251.39
  252.955   135.003   272.168
  264.394   138.435   276.291
  308.938   123.952   277.265
   303.48   138.982    265.05
  305.423   139.128   257.393
  259.283   135.687   251.188
  301.989   138.511   267.971
   277.91    123.94   257.015
  234.106   125.709   252.614
   273.34   127.242   259.454
  268.734   147.464   289.082
  305.659   138.646   282.142
   288.66   120.327   273.478
   230.89    140.77   264.982
  280.937   140.691   258.235
  309.704   129.012     257.8
   240.96   132.251   268.321
  289.099   132.758   257.621
  295.409   133.221    278.09
  331.079   157.904   285.327
  328.007   47.3938   256.076
   22.044   35.1758   260.612
  323.091   53.5758   260.345
  318.202   60.4703   270.452
  332.311   55.3782   263.639
  333.725   65.3374   256.173
  54.8703   45.0019   234.661
  340.118   34.8311   251.712
  329.296   50.4649   273.616
   11.253   46.6626   259.265
  24.9035   50.8896   271.866
  17.0042   50.5188   272.071
 0.913644   39.7462   256.611
  332.133   39.6711   260.793
  347.636   43.2585   276.111
  356.243   42.6216   279.037
  320.442   55.7622   274.663
  19.1831   41.8098   265.903
  332.928   50.5288   246.086
   310.96    40.687   278.517
  38.3716   51.3027   268.521
    12.88   40.4637   285.378
  328.163   44.7042    272.04
  1.30797   36.5442   272.648
  16.8843   46.5393   259.784
  318.768   49.9996   280.828
  344.837   45.2483   269.322
   29.948   44.6569   259.862
  357.648   53.8522   261.579
  19.6209   46.6197   291.082
  23.4126   40.1507   281.935
  333.327   32.1889   274.789
  322.262   48.9521   283.765
  316.311   57.5493    275.95
  46.2656   45.5666   219.697
  356.086   48.7402   267.471
  343.711   36.3746   275.689
  22.9583     45.77   251.695
  13.5748   45.1765   245.671
  12.7829   45.5943   265.833
  335.858   43.5266   263.808
  26.7767   47.1206   263.185
   10.392   51.8375   270.347
    16.45   39.1999   270.911
  23.3545   56.0862   273.917
  7.77475   49.0836   252.056
  312.323   58.7702   269.568
  20.8815    38.266   260.724
  322.343   42.5596    273.15
  20.5715   64.7017   266.844
   9.7077   29.9177   269.757
  40.1579   29.3135   267.774
 0.340166   36.3637   264.518
  32.2112   51.9961   266.613
  313.441   41.5392   270.712
  22.2177   69.6621   266.548
  345.713   55.9123     279.7
  21.4164   34.2784   268.107
  324.684   46.7617   281.832
   344.98   38.7421   281.929
  308.094   43.3521   294.485
  322.966   51.1189   261.497
    343.1   45.7308   247.906
  337.494   37.2858   267.331
   3.1504   49.2823   276.638
  319.223   26.5232   284.019
  6.80059   42.7541   284.173
  31.9841   46.9743   262.926
  346.813   44.4452   269.444
  3.47371   54.8573    274.57
  349.307   47.5254   253.154
  49.7229   41.8512   251.617
  324.365   48.2891   258.794
  13.6141   45.9459   261.306
  333.237   39.9417   293.677
  349.401   48.4718   268.319
  45.6044   46.1431   251.459
  17.0982   60.8659   267.574
   23.047   51.9907   283.102
  318.235   38.5146   270.195
  10.7748   51.3012    273.45
  343.521    38.149   255.474
  40.6513   43.0001   266.241
  321.383   51.2112   255.496
  330.567   28.1137   279.573
  32.8468   43.4322   240.728
  341.087   29.0526   247.612
  346.222   62.3097   266.007
  315.751    50.295   272.755
  32.4916   44.7119   252.812
  334.239   40.1358   281.776
  352.473    29.036   255.564
  359.209   33.9421   272.883
  34.4469   48.7323   271.089
  351.127    36.536    277.89
  38.8658   51.4097   262.244
  334.632   56.2119   275.321
  14.7201   41.1295   275.679
  328.186    46.284   258.845
  35.8165    59.235   256.421
  52.5075   50.6342   252.336
  7.51192   28.7442   249.854
  340.904   28.7282   276.944
  336.581   30.7664    239.83
  346.933   56.3564   285.951
   19.603   43.7146   276.905
  34.9843   49.3298    249.68
 0.858281   38.3366   272.516
  339.909     47.58   258.877
    338.1   43.8387   273.936
  9.63443   44.1304   262.231
   314.29    46.491   273.217
  13.0887   44.7249   260.141
  313.201   47.2123   273.842
  54.6355    43.791   243.761
  49.9473   44.3993   254.491
  36.4292   50.8143     258.1
  34.7445   40.3776   271.239
  34.9045   43.4252   274.223
  328.171   58.3508   262.979
  311.179   38.2727   276.534
  331.597   43.7625    255.77
  38.3835   35.6152   264.427
  331.437   44.4645   260.917
  5.93656   30.8779   250.256
  348.454   47.8947   268.408
  355.383   38.6711    261.35
  329.082   58.9821   263.312
  348.853   37.7012   257.857
  309.917   50.0225   278.078
    35.86   27.1545    263.02
  16.1594   54.0478   260.012
  24.8716   43.7415    262.12
  21.3448   51.9475   276.756
  17.7204   54.1132   264.225
  27.8769   35.5536    239.83
  35.7413   53.8252   247.253
  353.054   42.6846   240.537
  25.1747   34.8253    232.83
  359.684    57.422   273.857
  327.598   31.6137   276.471
  341.512    51.949   278.998
  49.0781   46.3384   239.948
  321.272   44.5581   265.012
   350.16   55.1526   266.686
  336.041   47.6549   248.213
  19.4639   59.6666   262.632
  353.797   41.4711   282.452
  357.223   56.0231   271.025
  351.914   47.3095   261.112
  11.4377   36.8234   274.923
  19.6603   52.2487    257.94
  299.794   59.8183   295.839
  25.5194   36.2768   269.092
  36.2687   50.8765   267.864
  326.435   51.1044   272.015
  335.755   54.3936   260.065
  355.915   39.7511   262.242
   331.01    42.788   263.157
   37.366   57.5543   271.158
  17.7463    47.448   257.149
  327.366   36.8836   282.342
 0.018973   22.0952   285.884
  338.744   34.5901   239.237
  38.5309    32.198   270.177
  6.95902    58.125   259.883
  5.07919   66.4687   280.112
  345.014   54.9959    246.89
   320.49   34.2312    259.22
  353.122   41.5854    272.79
  18.4941   37.4982   261.504
  43.8615   38.7158   259.162
  43.1808   43.2597       249
  314.346   47.8574   267.886
  13.3596    45.023   262.852
  318.538   45.2059   269.428
  27.5838   50.5605   277.656
   39.192   45.5685   259.187
  1.88931   48.2663   280.999
   334.78   50.2019   274.608
  16.1966   53.2412   258.282
  338.285   45.8178   257.587
  332.923   30.9664   263.526
  9.61976   40.2767   274.399
   42.501   36.2733   267.847
  334.939   44.3894   276.319
  25.1502   57.4213   271.808
  31.3761   57.6528   259.972
  1.65198   43.5674     287.9
  15.8614   47.7519    290.71
  18.7798   38.5786    283.53
  12.2895   55.4493   274.345
  326.398   54.8931   263.591
  28.9026   45.7496   263.394
  53.7499   26.5117   239.083
  23.7762   43.2242   275.025
  354.008   41.1327   266.103
  348.055   42.0674   270.223
  3.30982   27.3212   272.445
  348.787   45.1425    268.54
  331.378   51.4447   252.145
  344.928   40.5105   266.136
  30.2592    47.798   259.349
  35.4851   44.4467   246.567
  341.459   37.9456   272.014
  24.4508   42.6732   270.811
  342.724   20.9813   256.446
  33.4278   26.7374   250.458
  26.8071   56.5542    258.88
  19.1235    52.343    243.85
  344.996   29.3263   236.469
  321.115   39.1236   267.875
  336.167   38.9282   247.027
  351.779   43.4582   256.933
  22.4872    51.151   285.484
  352.605   38.6067   271.647
  35.9452   47.3031   270.247
  341.066    41.516   272.994
  37.6114   53.0577   247.597
  345.354   52.1023   250.636
  319.429   37.0855   279.815
  339.943   30.6038   264.528
  306.015   51.1258    280.32
  317.217   57.7167   283.816
  325.124   33.8007    264.37
   304.81    41.859   280.338
  19.1585   55.5949    237.43
  32.4981   49.7295   274.264
  349.438   24.4835   272.335
  346.285   36.1324   242.824
  44.7093   50.9391    258.03
  342.066   54.6527   264.501
  338.555   36.6631   306.179
  1.79985   39.2233   283.822
  34.5033   33.2852   271.267
  322.182   56.9316   281.029
  6.16284    25.845   275.592
  4.89083   33.9583   263.725
  1.52405    53.196   277.286
  316.566   39.4861   265.402
  46.0175   52.0957    255.49
  41.3801   47.6229   257.806
  9.86943   52.4661   275.634
  11.7961   27.1896   297.082
  3.56811   56.2561   298.843
  15.0626   34.2621   244.334
  320.467   42.9989   282.664
  344.091   51.3481   260.051
  334.415   61.9192   266.056
   43.951   35.5314   248.293
  14.0932    36.719   263.319
  316.184   55.0495   277.529
  331.965   33.0784    255.07
  5.00723   30.7573   280.324
  33.5828   44.9454    247.41
  24.5304   45.0322   258.823
  341.263    43.457   270.565
   9.9429   34.4835   255.221
   7.9201   51.7683    259.32
  352.426   42.3491   243.713
  349.373   47.8552   264.703
   311.09   48.9191   275.268
  341.654   38.9135   286.533
  31.2913   43.0839   238.033
  25.5864   53.9312   268.967
  343.001   33.5545   278.312
  356.052   64.1519   256.486
  34.0636   51.3456   243.509
  44.7223   64.2312   252.561
   315.86   37.8718   269.544
  27.9897   42.4276   272.981
  343.104   42.1076   272.081
  322.933   31.9376   254.688
  342.573   42.6401   259.754
  358.212   52.5322   258.483
  13.0759   59.0701   237.449
  338.062   46.1957   282.841
   1.4079   53.3539    257.54
  351.677   52.9231   269.126
  341.984   33.7948   262.722
  15.6933    50.601   262.904
  323.213   34.6689   286.799
  317.492   46.9112   265.618
  329.377   40.0607    261.61
  6.46063   44.4678   283.277
  351.805   43.2858   277.073
  44.0207   31.5021   260.981
   356.44   28.6428   246.888
  39.9153   42.0172    250.63
  15.3655    40.725   259.598
   27.128   40.9765   257.176
  15.0018    46.231   261.025
  358.157   31.8529   264.954
  347.333    55.625    256.94
   12.001    28.005   269.453
  329.973   53.0944    250.97
  31.3881   46.3431   278.135
  357.675   51.0695   274.964
  37.3842   44.0759    240.55
  344.816   63.1804   262.148
  32.5263    52.274   277.565
  337.312   50.1056   262.298
  41.6716   60.5731   258.812
  37.6678   53.0828   273.538
   44.672   56.5774   246.865
  8.79442   42.7358   258.617
  6.65902   46.0752   255.762
  327.224   49.9389   275.785
  19.4688   49.7874   249.467
   311.32   35.5476   272.245
  356.867   44.3377   258.597
   326.28    41.284   262.647
  24.5277   49.6512   277.546
  22.2589   54.4827   269.026
  330.366   45.7328   259.385
  17.9701   39.5243   253.525
  357.537   48.4207   272.083
  352.666   45.2631   253.317
  3.37244   54.5744   271.649
  327.689   59.1248   256.836
  16.7884   40.1804   253.564
  328.529   59.2644    254.72
  34.5503   60.6848   261.097
  332.832   47.3618   270.617
  319.076   35.8837   288.898
  338.328   40.9963   275.453
 0.161125   33.5955   263.673
  38.9512    51.442   256.668
  342.101   47.0366   255.499
  23.1675   32.2897   273.025
  316.341   63.9025   278.929
  345.927   43.3936   272.044
  308.118   34.9655   276.502
  324.832   52.7734   261.748
  45.9158   40.9169   263.408
  14.1084   48.9849   245.954
  22.4616   44.5743   265.309
  352.837   41.9281   258.345
  333.315   47.4452   272.468
  15.8042   52.7836   267.999
  357.831   42.5688   250.972
  24.8142   52.2834    277.88
  330.096   45.7651   272.493
  41.2766    53.981   266.287
  7.78421   45.6761   255.996
  39.4116   45.6266   266.508
 0.922277   38.9135   263.499
  30.0551   46.3264   271.514
  8.19749   44.4255   279.917
  35.6646   49.0025   267.915
  23.7954    39.813    282.71
  317.943   48.2088   286.035
   23.099    47.633   278.882
  26.8378   21.8682   265.928
  13.5757   40.2674   268.819
  338.628   50.5943   246.675
  2.53309   46.6196   254.011
  24.1993   50.9261   266.381
  326.279   37.4035   267.348
  12.2195   42.2441   253.455
  54.1344   53.7798   248.598
  322.995   35.8455   273.642
  321.755   44.1501   260.294
   328.09   59.7662   261.799
  17.8406   56.3659   278.756
  325.883   37.7616   283.493
  337.983   50.8221   261.335
  344.335   57.3091   270.842
  22.9609   38.0967   273.341
  9.62735   60.4198   258.093
  345.071   63.7934   258.356
  39.7429   47.4049   246.153
  16.1173   44.3191    286.36
  326.011   41.3328   266.625
  29.9073   41.7823   264.852
   11.706   22.6452   253.931
  14.2853   35.9418   265.761
  349.983   47.4464    234.26
   337.41   37.3267   278.058
  44.6689   54.9244   261.998
  337.413   39.7529   265.117
  341.033   37.5246    271.28
  44.4826   35.7701   247.042
   29.255   44.9322   270.379
  36.9596   49.9499   270.417
  357.766   54.4353   266.548
  25.8749   42.9719   269.953
  21.8931   52.3087   251.103
  338.699   55.3743   254.329
  13.6254   49.6745   254.719
  319.254   34.5824   290.829
   16.101   33.8695   273.507
  30.2526   39.4843   241.955
  314.943   45.1348    272.89
  10.5077   49.3926    272.46
  49.3686   50.6495   257.283
  331.371   42.4129   260.745
  25.8007     50.25   262.118
  17.3919   35.3205    263.04
  16.6783   42.8706   301.392
  186.847   84.0478   177.791
   244.28   95.2849    183.44
   185.48   81.4993   171.217
   187.61   82.8095   160.276
  197.075   82.0423   167.999
  195.287   70.3443   165.878
  256.526   78.2877   192.463
  195.339   92.3598   187.644
  200.192     91.23   166.286
   232.38   86.1072   176.469
  254.695   89.9166   166.823
  246.926   90.2774   167.004
  219.916   90.2325   182.313
  194.314   92.0279   180.332
  220.573   97.1114   170.843
  231.228   99.0974   170.179
  191.975   88.5631   161.633
  245.073   92.8099   176.446
  184.474   77.1493   182.202
  185.855   99.9259   171.986
  266.033   87.6882    168.23
  252.522     103.8   169.713
  198.231   93.9996   171.475
  232.556   99.4838   177.575
  238.381   86.4487   176.266
  194.096   95.9427   163.326
  213.027   92.1909   172.322
   251.44   87.8958   177.473
  220.901    81.973   170.289
  261.584   104.231   162.204
  260.757   102.064   171.181
  206.885   103.099    180.34
  199.451   98.3805   162.954
  188.608   88.3076   159.562
  234.953   74.9582   202.846
  222.999    88.835    170.66
   217.23   101.019    176.59
    238.4     83.42   181.329
  224.273   81.5731   185.284
  238.554    90.138   173.765
  200.201   90.5925   176.232
  250.715   87.7047   174.047
  239.234   88.3991   166.878
  246.128   96.9709   176.191
  254.465   87.8783   161.766
  223.757   80.8845   179.159
  181.067   83.3468   162.074
  243.052   93.0403   181.309
  193.316   95.9543   172.648
    248.5   77.6108     159.2
  239.723   102.464   183.815
  268.688   102.115   184.938
  225.501   96.0036   180.957
  258.661   86.1201   168.743
  182.785   95.3542   174.486
   250.92   74.1069   155.567
  220.068   91.7995   159.002
  249.518   98.9432   181.048
  200.962   98.3836     165.6
  222.582   102.819   172.399
  192.996   107.845   164.124
  185.932   83.9238    172.22
  195.606    81.936    183.62
  204.704    96.582   179.113
  235.972   93.7773   165.789
  201.549   109.932   182.829
  245.187   101.935   168.122
  255.735   87.6786   174.285
  215.114   92.7896   172.865
  234.938   89.0669   162.388
  205.981   82.6256   179.424
  264.906    86.587   183.647
  185.239   84.6522   175.661
  236.186   87.6255   175.847
  218.634   108.791   167.621
  216.878   89.4844   170.424
  260.891   83.0176   181.251
  244.898   80.6658   161.653
  259.523   96.2898   160.672
  187.456   97.0751    177.01
  241.557   90.6022   165.719
  201.656   91.0358   183.867
  266.747   92.1469   175.431
  180.116   80.7962   175.725
  208.817   107.372   182.439
  239.429   81.4482   189.192
  193.189   95.9663   192.663
  213.301   78.6742   161.519
  186.107   90.8249   166.838
  248.722   84.7423   181.305
  211.476   101.986   171.251
  211.139   98.2143   189.503
  231.006    101.21   179.559
  263.751    90.865    168.85
  226.234   101.987   175.678
  262.364   84.1111   171.593
  206.549   88.7127   160.942
  247.588   98.1643   172.733
  188.992   86.1936   176.948
  256.299   75.0944   169.898
  268.856    79.759   178.055
  221.494   96.8155   191.918
   216.89   105.988   182.609
  182.126   92.5976   195.243
  224.554   95.8539   155.725
  253.029   97.2753   170.145
  249.186   79.6491   180.508
  231.791   98.2956   176.214
  200.802   85.2282    176.08
  209.511   95.5716   171.307
   232.84   89.4011   176.603
  185.055   93.5087   169.558
  234.786   87.9751   177.281
  184.344    93.409   168.709
  263.706   82.1077   187.154
  267.438   85.6991   180.547
  256.994   82.3932   174.406
  264.554   96.3704    175.15
  266.544   95.9842   171.508
   192.85    79.541   166.278
  185.025   100.308   174.725
  190.027   86.7484   180.237
  263.533   96.4934   181.529
  193.694   88.5329    177.05
  220.124   95.1602    190.55
  215.988   89.9231   170.805
  218.014   93.0038   180.747
  194.055   79.2941    165.62
  208.843   92.3064   183.012
  183.583    94.214   164.535
  260.864   101.955    188.12
   238.37   80.9695   171.096
  247.995   89.6322   176.925
  254.127   92.2387   163.607
  242.751   83.2761   168.558
  233.407   88.2776    193.18
  248.637   74.8519   179.587
  199.431   82.0592   189.647
   224.83   87.3994   197.185
  230.807   87.0007   160.757
  202.572   104.157   180.287
  215.622   93.6563   162.553
  255.248   78.5999   188.382
  186.469   90.4497   174.911
  216.855    83.993   166.401
  188.947   80.4375   182.378
  244.103   78.3962   165.552
  231.261   101.638   169.858
  226.635   86.0741    163.35
  214.394   86.5251   175.028
  244.325   100.384   176.503
  240.247   81.2227   173.559
  181.559   101.364    148.43
  254.147   98.0409   179.156
   263.49   87.5995    168.89
  196.321   89.8666   166.584
  198.039   80.7425   170.829
  219.181   92.5973   179.597
  194.888   90.8129   177.066
  266.946    85.164    162.11
  237.377   84.5054   177.142
  205.639    104.02    173.88
  245.462   112.571   186.731
  183.772   89.0034     193.9
  268.511   101.164   181.888
  229.596   77.8868   168.379
  239.806    85.958   150.196
  197.807   73.7081   179.185
  181.696   95.4623   184.665
  223.926   96.3818   173.561
  241.291   93.9301   181.474
  264.829   92.0589   181.738
  256.383   84.4275   184.321
  181.529   89.6632   171.095
   237.02   89.0524   175.673
